LOCATION,TYPE,UNIT,AMOUNT,YEAR
MILLBANK PARK BOATING SHED,ELECTRICITY,KWH,6660.554098360655,2014/15
MILLBANK PARK BOATING SHED,ELECTRICITY,£,998.4609397901927,2014/15
MILLBANK PARK BOATING SHED,ELECTRICITY,£/KWH,0.14990658810742807,2014/15
MILLBANK PRIMARY SCHOOL,ELECTRICITY,KWH,189452.29024752503,2014/15
MILLBANK PRIMARY SCHOOL,ELECTRICITY,£,18717.869019618352,2014/15
MILLBANK PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.09879990891196355,2014/15
MILLBANK PRIMARY SCHOOL,GAS,KWH,59109.16999999999,2014/15
MILLBANK PRIMARY SCHOOL,GAS,£,2956.4599999999996,2014/15
MILLBANK PRIMARY SCHOOL,GAS,£/KWH,0.05001694322556043,2014/15
MILLBANK PRIMARY SCHOOL,OIL,KWH,309283.0341099903,2014/15
MILLBANK PRIMARY SCHOOL,OIL,£,14848.984261037003,2014/15
MILLBANK PRIMARY SCHOOL,OIL,£/KWH,0.0480109887170735,2014/15
MILLER ACADEMY PRIMARY SCHOOL,ELECTRICITY,KWH,299611.0,2014/15
MILLER ACADEMY PRIMARY SCHOOL,ELECTRICITY,£,40878.850000000006,2014/15
MILLER ACADEMY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13643975020943827,2014/15
MILLER ACADEMY PRIMARY SCHOOL,GAS,KWH,18722.28,2014/15
MILLER ACADEMY PRIMARY SCHOOL,GAS,£,897.1200000000001,2014/15
MILLER ACADEMY PRIMARY SCHOOL,GAS,£/KWH,0.04791724084887098,2014/15
MILLER ACADEMY PRIMARY SCHOOL,OIL,KWH,280203.36383671686,2014/15
MILLER ACADEMY PRIMARY SCHOOL,OIL,£,13599.255688632522,2014/15
MILLER ACADEMY PRIMARY SCHOOL,OIL,£/KWH,0.04853352044894517,2014/15
MILTON OF LEYS PRIMARY SCHOOL,BIOMASS,KWH,237363.09766379383,2014/15
MILTON OF LEYS PRIMARY SCHOOL,BIOMASS,£,15548.264646107638,2014/15
MILTON OF LEYS PRIMARY SCHOOL,BIOMASS,£/KWH,0.06550413606469921,2014/15
MILTON OF LEYS PRIMARY SCHOOL,ELECTRICITY,KWH,179971.00000000003,2014/15
MILTON OF LEYS PRIMARY SCHOOL,ELECTRICITY,£,29919.519999999993,2014/15
MILTON OF LEYS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1662463396880608,2014/15
MILTON PRIMARY SCHOOL,BIOMASS,KWH,134306.4287157384,2014/15
MILTON PRIMARY SCHOOL,BIOMASS,£,8706.40940534716,2014/15
MILTON PRIMARY SCHOOL,BIOMASS,£/KWH,0.0648249639916672,2014/15
MILTON PRIMARY SCHOOL,ELECTRICITY,KWH,57709.283852539746,2014/15
MILTON PRIMARY SCHOOL,ELECTRICITY,£,8518.884424797814,2014/15
MILTON PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14761722648587164,2014/15
MILTON PRIMARY SCHOOL,OIL,KWH,4230.403135498322,2014/15
MILTON PRIMARY SCHOOL,OIL,£,169.99272116461378,2014/15
MILTON PRIMARY SCHOOL,OIL,£/KWH,0.040183574879227066,2014/15
MOUNT PLEASANT PRIMARY SCHOOL,ELECTRICITY,KWH,41092.797397966,2014/15
MOUNT PLEASANT PRIMARY SCHOOL,ELECTRICITY,£,6117.104255028058,2014/15
MOUNT PLEASANT PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.148860740625335,2014/15
MOUNT PLEASANT PRIMARY SCHOOL,OIL,KWH,308655.14777742163,2014/15
MOUNT PLEASANT PRIMARY SCHOOL,OIL,£,15198.246942037915,2014/15
MOUNT PLEASANT PRIMARY SCHOOL,OIL,£/KWH,0.04924021857881898,2014/15
MUIR OF ORD LIBRARY,ELECTRICITY,KWH,10.907718529708719,2014/15
MUIR OF ORD LIBRARY,ELECTRICITY,£,132.06430919183973,2014/15
MUIR OF ORD LIBRARY,ELECTRICITY,£/KWH,12.10741813992943,2014/15
MUIRTOWN PRIMARY SCHOOL,ELECTRICITY,KWH,116125.73640596012,2014/15
MUIRTOWN PRIMARY SCHOOL,ELECTRICITY,£,11370.239597703538,2014/15
MUIRTOWN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0979131754045864,2014/15
MUIRTOWN PRIMARY SCHOOL,GAS,KWH,435351.92,2014/15
MUIRTOWN PRIMARY SCHOOL,GAS,£,15543.69,2014/15
MUIRTOWN PRIMARY SCHOOL,GAS,£/KWH,0.03570373595687829,2014/15
MULBUIE PRIMARY SCHOOL,ELECTRICITY,KWH,46220.19752684301,2014/15
MULBUIE PRIMARY SCHOOL,ELECTRICITY,£,6236.921359254759,2014/15
MULBUIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1349393056062251,2014/15
MULBUIE PRIMARY SCHOOL,OIL,KWH,38378.75676005501,2014/15
MULBUIE PRIMARY SCHOOL,OIL,£,1867.1590680121908,2014/15
MULBUIE PRIMARY SCHOOL,OIL,£/KWH,0.048650848168056045,2014/15
MUNLOCHY PRIMARY SCHOOL,ELECTRICITY,KWH,81788.56333731115,2014/15
MUNLOCHY PRIMARY SCHOOL,ELECTRICITY,£,9176.793193826154,2014/15
MUNLOCHY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11220142302756148,2014/15
MUNLOCHY PRIMARY SCHOOL,OIL,KWH,50422.97381174776,2014/15
MUNLOCHY PRIMARY SCHOOL,OIL,£,2491.4020907309146,2014/15
MUNLOCHY PRIMARY SCHOOL,OIL,£/KWH,0.049410058598139586,2014/15
NAIRN ACADEMY,ELECTRICITY,KWH,415316.38497609383,2014/15
NAIRN ACADEMY,ELECTRICITY,£,39763.139363686416,2014/15
NAIRN ACADEMY,ELECTRICITY,£/KWH,0.0957418026403539,2014/15
NAIRN ACADEMY,GAS,KWH,2467812.3800000004,2014/15
NAIRN ACADEMY,GAS,£,84863.83,2014/15
NAIRN ACADEMY,GAS,£/KWH,0.03438828279157915,2014/15
NEWMORE PRIMARY SCHOOL,ELECTRICITY,KWH,104436.23269239173,2014/15
NEWMORE PRIMARY SCHOOL,ELECTRICITY,£,15149.097430624937,2014/15
NEWMORE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14505595462491785,2014/15
NEWTONMORE PRIMARY SCHOOL,ELECTRICITY,KWH,190534.0788222257,2014/15
NEWTONMORE PRIMARY SCHOOL,ELECTRICITY,£,21175.118922875747,2014/15
NEWTONMORE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11113559870112684,2014/15
NORTH KESSOCK PRIMARY SCHOOL,BIOMASS,KWH,364995.6083499006,2014/15
NORTH KESSOCK PRIMARY SCHOOL,BIOMASS,£,24135.889304174954,2014/15
NORTH KESSOCK PRIMARY SCHOOL,BIOMASS,£/KWH,0.06612651974989586,2014/15
NORTH KESSOCK PRIMARY SCHOOL,ELECTRICITY,KWH,111646.43416924987,2014/15
NORTH KESSOCK PRIMARY SCHOOL,ELECTRICITY,£,14686.54690545022,2014/15
NORTH KESSOCK PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13154514978226908,2014/15
OBSDALE PRIMARY SCHOOL,ELECTRICITY,KWH,37821.80463795188,2014/15
OBSDALE PRIMARY SCHOOL,ELECTRICITY,£,5693.765984062367,2014/15
OBSDALE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15054189081049346,2014/15
OBSDALE PRIMARY SCHOOL,OIL,KWH,311571.9628516004,2014/15
OBSDALE PRIMARY SCHOOL,OIL,£,15619.94415130941,2014/15
OBSDALE PRIMARY SCHOOL,OIL,£/KWH,0.050132701313529565,2014/15
PARK PRIMARY SCHOOL,BIOMASS,KWH,239272.76294597698,2014/15
PARK PRIMARY SCHOOL,BIOMASS,£,15632.637626326426,2014/15
PARK PRIMARY SCHOOL,BIOMASS,£/KWH,0.06533396210188773,2014/15
PARK PRIMARY SCHOOL,ELECTRICITY,KWH,83257.2769732087,2014/15
PARK PRIMARY SCHOOL,ELECTRICITY,£,12168.186729575777,2014/15
PARK PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14615162988685504,2014/15
PARK PRIMARY SCHOOL,OIL,KWH,229604.86327568666,2014/15
PARK PRIMARY SCHOOL,OIL,£,10697.01955239064,2014/15
PARK PRIMARY SCHOOL,OIL,£/KWH,0.04658881959110215,2014/15
PEFFERSIDE PARK,ELECTRICITY,KWH,12972.52146203858,2014/15
PEFFERSIDE PARK,ELECTRICITY,£,1811.1130846811056,2014/15
PEFFERSIDE PARK,ELECTRICITY,£/KWH,0.13961149264473804,2014/15
PENNYLAND PRIMARY SCHOOL,ELECTRICITY,KWH,260114.00000000003,2014/15
PENNYLAND PRIMARY SCHOOL,ELECTRICITY,£,46082.39999999999,2014/15
PENNYLAND PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.17716232113611718,2014/15
PLOCKTON HIGH SCHOOL,BIOMASS,KWH,200463.0608695652,2014/15
PLOCKTON HIGH SCHOOL,BIOMASS,£,11981.655286956522,2014/15
PLOCKTON HIGH SCHOOL,BIOMASS,£/KWH,0.059769890946405314,2014/15
PLOCKTON HIGH SCHOOL,ELECTRICITY,KWH,363901.9074107503,2014/15
PLOCKTON HIGH SCHOOL,ELECTRICITY,£,39376.0937773349,2014/15
PLOCKTON HIGH SCHOOL,ELECTRICITY,£/KWH,0.10820524151001376,2014/15
PLOCKTON HIGH SCHOOL,OIL,KWH,883798.3559242401,2014/15
PLOCKTON HIGH SCHOOL,OIL,£,45279.876777272046,2014/15
PLOCKTON HIGH SCHOOL,OIL,£/KWH,0.05123326658592865,2014/15
PLOCKTON PRIMARY SCHOOL,ELECTRICITY,KWH,103327.67424611773,2014/15
PLOCKTON PRIMARY SCHOOL,ELECTRICITY,£,11366.27468599439,2014/15
PLOCKTON PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11000223095045081,2014/15
POOLEWE PRIMARY SCHOOL,ELECTRICITY,KWH,61817.21653543306,2014/15
POOLEWE PRIMARY SCHOOL,ELECTRICITY,£,8228.19340898564,2014/15
POOLEWE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1331052070950059,2014/15
PORTREE PRIMARY SCHOOL,ELECTRICITY,KWH,135165.62010564667,2014/15
PORTREE PRIMARY SCHOOL,ELECTRICITY,£,18759.6573693667,2014/15
PORTREE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13879015503131628,2014/15
QUEENS PARK GRANDSTAND,ELECTRICITY,KWH,10567.31756440281,2014/15
QUEENS PARK GRANDSTAND,ELECTRICITY,£,1573.0330538641688,2014/15
QUEENS PARK GRANDSTAND,ELECTRICITY,£/KWH,0.14885831189204593,2014/15
RAASAY PRIMARY SCHOOL,ELECTRICITY,KWH,21127.438610464047,2014/15
RAASAY PRIMARY SCHOOL,ELECTRICITY,£,2404.0506837236258,2014/15
RAASAY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11378808042224967,2014/15
RAIGMORE COMMUNITY CENTRE,ELECTRICITY,KWH,56313.71663396026,2014/15
RAIGMORE COMMUNITY CENTRE,ELECTRICITY,£,7343.052951401406,2014/15
RAIGMORE COMMUNITY CENTRE,ELECTRICITY,£/KWH,0.13039545940700958,2014/15
RAIGMORE PRIMARY SCHOOL,ELECTRICITY,KWH,85601.0,2014/15
RAIGMORE PRIMARY SCHOOL,ELECTRICITY,£,14039.050000000005,2014/15
RAIGMORE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16400567750376754,2014/15
RAIGMORE PRIMARY SCHOOL,OIL,KWH,289564.3987056243,2014/15
RAIGMORE PRIMARY SCHOOL,OIL,£,14009.70210932207,2014/15
RAIGMORE PRIMARY SCHOOL,OIL,£/KWH,0.04838199092135133,2014/15
REAY PRIMARY SCHOOL,ELECTRICITY,KWH,78967.30535170565,2014/15
REAY PRIMARY SCHOOL,ELECTRICITY,£,9776.254195335034,2014/15
REAY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.12380128904985957,2014/15
ROGART PRIMARY SCHOOL,ELECTRICITY,KWH,109682.61597861115,2014/15
ROGART PRIMARY SCHOOL,ELECTRICITY,£,11276.427016176125,2014/15
ROGART PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.10280961039783282,2014/15
ROSEBANK PRIMARY SCHOOL,ELECTRICITY,KWH,168408.08207738158,2014/15
ROSEBANK PRIMARY SCHOOL,ELECTRICITY,£,24048.974658281324,2014/15
ROSEBANK PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1428017845796207,2014/15
ROSEBANK PRIMARY SCHOOL,OIL,KWH,527956.8305664831,2014/15
ROSEBANK PRIMARY SCHOOL,OIL,£,26053.712029897724,2014/15
ROSEBANK PRIMARY SCHOOL,OIL,£/KWH,0.049348186293835444,2014/15
ROSEHALL PRIMARY SCHOOL,ELECTRICITY,KWH,76085.27916455406,2014/15
ROSEHALL PRIMARY SCHOOL,ELECTRICITY,£,8827.290212700173,2014/15
ROSEHALL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11601837187991226,2014/15
ROSEMARKIE BEACH AMENITIES,ELECTRICITY,KWH,10013.424824355972,2014/15
ROSEMARKIE BEACH AMENITIES,ELECTRICITY,£,1364.2789836065576,2014/15
ROSEMARKIE BEACH AMENITIES,ELECTRICITY,£/KWH,0.13624499185215616,2014/15
ROY BRIDGE PRIMARY SCHOOL,ELECTRICITY,KWH,70084.34900416859,2014/15
ROY BRIDGE PRIMARY SCHOOL,ELECTRICITY,£,8400.548712366837,2014/15
ROY BRIDGE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11986340505020851,2014/15
SCOURIE PRIMARY SCHOOL,ELECTRICITY,KWH,91717.08017309544,2014/15
SCOURIE PRIMARY SCHOOL,ELECTRICITY,£,10954.067956338033,2014/15
SCOURIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11943323899610284,2014/15
SHIELDAIG PRIMARY SCHOOL,ELECTRICITY,KWH,37066.36364732344,2014/15
SHIELDAIG PRIMARY SCHOOL,ELECTRICITY,£,4839.158378399445,2014/15
SHIELDAIG PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1305539012254546,2014/15
SIR JOHN'S SQUARE GARDENS,ELECTRICITY,KWH,1010.2490699029064,2014/15
SIR JOHN'S SQUARE GARDENS,ELECTRICITY,£,250.3317163206575,2014/15
SIR JOHN'S SQUARE GARDENS,ELECTRICITY,£/KWH,0.24779207799193176,2014/15
SLEAT PRIMARY SCHOOL _BUNSGOIL SHLEITE,BIOMASS,KWH,56703.144985104256,2014/15
SLEAT PRIMARY SCHOOL _BUNSGOIL SHLEITE,BIOMASS,£,3762.8266534260183,2014/15
SLEAT PRIMARY SCHOOL _BUNSGOIL SHLEITE,BIOMASS,£/KWH,0.06636010497150557,2014/15
SLEAT PRIMARY SCHOOL _BUNSGOIL SHLEITE,ELECTRICITY,KWH,76917.96676433226,2014/15
SLEAT PRIMARY SCHOOL _BUNSGOIL SHLEITE,ELECTRICITY,£,10236.244912310163,2014/15
SLEAT PRIMARY SCHOOL _BUNSGOIL SHLEITE,ELECTRICITY,£/KWH,0.13308002464070368,2014/15
SMITHTON PRIMARY SCHOOL,ELECTRICITY,KWH,90622.39694302916,2014/15
SMITHTON PRIMARY SCHOOL,ELECTRICITY,£,13477.323191292264,2014/15
SMITHTON PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1487195621162497,2014/15
SMITHTON PRIMARY SCHOOL,GAS,KWH,373712.8500000001,2014/15
SMITHTON PRIMARY SCHOOL,GAS,£,14943.599999999995,2014/15
SMITHTON PRIMARY SCHOOL,GAS,£/KWH,0.03998685086691558,2014/15
SOUTH LODGE PRIMARY SCHOOL,BIOMASS,KWH,143220.0,2014/15
SOUTH LODGE PRIMARY SCHOOL,BIOMASS,£,9248.589999999997,2014/15
SOUTH LODGE PRIMARY SCHOOL,BIOMASS,£/KWH,0.06457610668900989,2014/15
SOUTH LODGE PRIMARY SCHOOL,ELECTRICITY,KWH,92608.6387704654,2014/15
SOUTH LODGE PRIMARY SCHOOL,ELECTRICITY,£,13602.396741244933,2014/15
SOUTH LODGE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14688043061467596,2014/15
SOUTH LODGE PRIMARY SCHOOL,OIL,KWH,174866.6535874439,2014/15
SOUTH LODGE PRIMARY SCHOOL,OIL,£,8247.879656203288,2014/15
SOUTH LODGE PRIMARY SCHOOL,OIL,£/KWH,0.04716668093656204,2014/15
ST BRIDE'S PRIMARY SCHOOL,ELECTRICITY,KWH,62618.46512023996,2014/15
ST BRIDE'S PRIMARY SCHOOL,ELECTRICITY,£,8132.697628632206,2014/15
ST BRIDE'S PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.129876987770553,2014/15
ST CLEMENTS SPECIAL SCHOOL,ELECTRICITY,KWH,51496.715963209026,2014/15
ST CLEMENTS SPECIAL SCHOOL,ELECTRICITY,£,5359.3211676266765,2014/15
ST CLEMENTS SPECIAL SCHOOL,ELECTRICITY,£/KWH,0.10407112506854913,2014/15
ST CLEMENTS SPECIAL SCHOOL,OIL,KWH,259437.76529081722,2014/15
ST CLEMENTS SPECIAL SCHOOL,OIL,£,12735.152599522251,2014/15
ST CLEMENTS SPECIAL SCHOOL,OIL,£/KWH,0.04908750499468248,2014/15
ST DUTHUS SCHOOL,ELECTRICITY,KWH,82546.27536191768,2014/15
ST DUTHUS SCHOOL,ELECTRICITY,£,7364.003662876201,2014/15
ST DUTHUS SCHOOL,ELECTRICITY,£/KWH,0.08921061102501965,2014/15
ST JOSEPH'S RC PRIMARY SCHOOL,ELECTRICITY,KWH,68239.9118573671,2014/15
ST JOSEPH'S RC PRIMARY SCHOOL,ELECTRICITY,£,8018.66936889195,2014/15
ST JOSEPH'S RC PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11750702998638567,2014/15
ST JOSEPH'S RC PRIMARY SCHOOL,OIL,KWH,276757.25946199946,2014/15
ST JOSEPH'S RC PRIMARY SCHOOL,OIL,£,14192.164282908667,2014/15
ST JOSEPH'S RC PRIMARY SCHOOL,OIL,£/KWH,0.05128018795422904,2014/15
STAFFIN PRIMARY SCHOOL,BIOMASS,KWH,117238.1772253408,2014/15
STAFFIN PRIMARY SCHOOL,BIOMASS,£,7779.932510024058,2014/15
STAFFIN PRIMARY SCHOOL,BIOMASS,£/KWH,0.06636006029904772,2014/15
STAFFIN PRIMARY SCHOOL,ELECTRICITY,KWH,45159.75908479139,2014/15
STAFFIN PRIMARY SCHOOL,ELECTRICITY,£,6432.979663526244,2014/15
STAFFIN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1424493795781276,2014/15
STOER PRIMARY SCHOOL,ELECTRICITY,KWH,40392.45691386154,2014/15
STOER PRIMARY SCHOOL,ELECTRICITY,£,5050.126762874919,2014/15
STOER PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1250264813958831,2014/15
STRATHCONON PRIMARY SCHOOL,ELECTRICITY,KWH,53078.58313393436,2014/15
STRATHCONON PRIMARY SCHOOL,ELECTRICITY,£,5987.005846556001,2014/15
STRATHCONON PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11279513304733206,2014/15
STRATHERRICK PRIMARY SCHOOL,ELECTRICITY,KWH,72055.73587374402,2014/15
STRATHERRICK PRIMARY SCHOOL,ELECTRICITY,£,9930.673120470716,2014/15
STRATHERRICK PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13781932833038066,2014/15
STRATHGARVE PRIMARY SCHOOL,ELECTRICITY,KWH,53078.58313393436,2014/15
STRATHGARVE PRIMARY SCHOOL,ELECTRICITY,£,5987.005846556001,2014/15
STRATHGARVE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11279513304733206,2014/15
STRATHPEFFER PRIMARY SCHOOL,ELECTRICITY,KWH,235526.00000000003,2014/15
STRATHPEFFER PRIMARY SCHOOL,ELECTRICITY,£,30555.010000000002,2014/15
STRATHPEFFER PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.12973094265601248,2014/15
STRUAN PRIMARY SCHOOL,ELECTRICITY,KWH,74087.25538511257,2014/15
STRUAN PRIMARY SCHOOL,ELECTRICITY,£,7937.1174208599605,2014/15
STRUAN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.10713202128493049,2014/15
STRUY PRIMARY SCHOOL,ELECTRICITY,£,134.37994379391102,2014/15
TAIN ROYAL ACADEMY,BIOMASS,KWH,584078.633116231,2014/15
TAIN ROYAL ACADEMY,BIOMASS,£,38213.03827618857,2014/15
TAIN ROYAL ACADEMY,BIOMASS,£/KWH,0.0654244755921147,2014/15
TAIN ROYAL ACADEMY,ELECTRICITY,KWH,1100969.7312741072,2014/15
TAIN ROYAL ACADEMY,ELECTRICITY,£,138941.502754793,2014/15
TAIN ROYAL ACADEMY,ELECTRICITY,£/KWH,0.12619920312795674,2014/15
TAIN ROYAL ACADEMY,OIL,KWH,1469493.133151161,2014/15
TAIN ROYAL ACADEMY,OIL,£,76004.47056515657,2014/15
TAIN ROYAL ACADEMY,OIL,£/KWH,0.05172155544692722,2014/15
TARBAT PRIMARY SCHOOL,ELECTRICITY,KWH,44846.69861371731,2014/15
TARBAT PRIMARY SCHOOL,ELECTRICITY,£,5265.526972802919,2014/15
TARBAT PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11741169663695929,2014/15
TARBAT PRIMARY SCHOOL,OIL,KWH,88622.32207033611,2014/15
TARBAT PRIMARY SCHOOL,OIL,£,3427.749082821188,2014/15
TARBAT PRIMARY SCHOOL,OIL,£/KWH,0.03867816823960803,2014/15
TARRADALE PRIMARY SCHOOL,BIOMASS,KWH,221910.83424807905,2014/15
TARRADALE PRIMARY SCHOOL,BIOMASS,£,14505.915049396266,2014/15
TARRADALE PRIMARY SCHOOL,BIOMASS,£/KWH,0.0653682146640023,2014/15
TARRADALE PRIMARY SCHOOL,ELECTRICITY,KWH,230849.79247061498,2014/15
TARRADALE PRIMARY SCHOOL,ELECTRICITY,£,28214.702411132203,2014/15
TARRADALE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.12222104299584186,2014/15
TARRADALE PRIMARY SCHOOL,OIL,KWH,18283.18392003782,2014/15
TARRADALE PRIMARY SCHOOL,OIL,£,825.5177089509907,2014/15
TARRADALE PRIMARY SCHOOL,OIL,£/KWH,0.04515174777880171,2014/15
TEANASSIE PRIMARY SCHOOL,ELECTRICITY,KWH,91648.92792666155,2014/15
TEANASSIE PRIMARY SCHOOL,ELECTRICITY,£,7670.9587124306245,2014/15
TEANASSIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.08369938291661205,2014/15
THE BRECK LEISURE CENTRE,ELECTRICITY,KWH,520.0570910738561,2014/15
THE BRECK LEISURE CENTRE,ELECTRICITY,£,187.53867076126267,2014/15
THE BRECK LEISURE CENTRE,ELECTRICITY,£/KWH,0.3606116981772474,2014/15
THE BRIDGE,ELECTRICITY,KWH,108227.51009421266,2014/15
THE BRIDGE,ELECTRICITY,£,14407.698102288019,2014/15
THE BRIDGE,ELECTRICITY,£/KWH,0.13312417600428983,2014/15
THRUMSTER PRIMARY SCHOOL,ELECTRICITY,KWH,82396.71280745592,2014/15
THRUMSTER PRIMARY SCHOOL,ELECTRICITY,£,5815.356093877842,2014/15
THRUMSTER PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.07057752543438385,2014/15
THURSO HIGH SCHOOL,BIOMASS,KWH,153784.88095556825,2014/15
THURSO HIGH SCHOOL,BIOMASS,£,10161.418873466768,2014/15
THURSO HIGH SCHOOL,BIOMASS,£/KWH,0.06607553883273233,2014/15
THURSO HIGH SCHOOL,ELECTRICITY,KWH,1214368.0,2014/15
THURSO HIGH SCHOOL,ELECTRICITY,£,151189.42999999996,2014/15
THURSO HIGH SCHOOL,ELECTRICITY,£/KWH,0.12450050561279609,2014/15
THURSO HIGH SCHOOL,GAS,KWH,150750.57,2014/15
THURSO HIGH SCHOOL,GAS,£,5968.949999999999,2014/15
THURSO HIGH SCHOOL,GAS,£/KWH,0.03959487516365609,2014/15
THURSO HIGH SCHOOL,OIL,KWH,402484.08479926107,2014/15
THURSO HIGH SCHOOL,OIL,£,19834.017769627684,2014/15
THURSO HIGH SCHOOL,OIL,£/KWH,0.049279011316732936,2014/15
THURSO YOUTH CLUB,ELECTRICITY,KWH,4892.249190328951,2014/15
THURSO YOUTH CLUB,ELECTRICITY,£,806.557233400285,2014/15
THURSO YOUTH CLUB,ELECTRICITY,£/KWH,0.1648642990211324,2014/15
THURSO YOUTH CLUB,GAS,KWH,128073.94000000005,2014/15
THURSO YOUTH CLUB,GAS,£,4908.569999999999,2014/15
THURSO YOUTH CLUB,GAS,£/KWH,0.03832606383468797,2014/15
TOMNACROSS PRIMARY SCHOOL,ELECTRICITY,KWH,209578.0,2014/15
TOMNACROSS PRIMARY SCHOOL,ELECTRICITY,£,27252.629999999994,2014/15
TOMNACROSS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13003573848400116,2014/15
TONGUE PRIMARY SCHOOL,ELECTRICITY,KWH,65037.992449769736,2014/15
TONGUE PRIMARY SCHOOL,ELECTRICITY,£,7894.589551646557,2014/15
TONGUE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.12138427485663432,2014/15
TORE PRIMARY SCHOOL,ELECTRICITY,KWH,96983.41668909825,2014/15
TORE PRIMARY SCHOOL,ELECTRICITY,£,11865.638169582771,2014/15
TORE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.12234708339489311,2014/15
TORRIDON PRIMARY SCHOOL,ELECTRICITY,KWH,7333.714943327943,2014/15
TORRIDON PRIMARY SCHOOL,ELECTRICITY,£,1125.660584420544,2014/15
TORRIDON PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15349118327058048,2014/15
UIG PRIMARY SCHOOL,ELECTRICITY,KWH,38652.16211208894,2014/15
UIG PRIMARY SCHOOL,ELECTRICITY,£,4190.23184344604,2014/15
UIG PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.10840873096036958,2014/15
ULLAPOOL GYM HALL,ELECTRICITY,KWH,12895.65627229468,2014/15
ULLAPOOL GYM HALL,ELECTRICITY,£,1892.0998889513103,2014/15
ULLAPOOL GYM HALL,ELECTRICITY,£/KWH,0.14672381529091624,2014/15
ULLAPOOL HIGH SCHOOL,ELECTRICITY,KWH,320434.00000000006,2014/15
ULLAPOOL HIGH SCHOOL,ELECTRICITY,£,44209.65000000001,2014/15
ULLAPOOL HIGH SCHOOL,ELECTRICITY,£/KWH,0.13796803709968355,2014/15
ULLAPOOL PRIMARY SCHOOL,ELECTRICITY,KWH,131988.189117139,2014/15
ULLAPOOL PRIMARY SCHOOL,ELECTRICITY,£,18322.825083393753,2014/15
ULLAPOOL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13882170219891657,2014/15
ULLAPOOL PRIMARY SCHOOL,OIL,KWH,198018.8425531915,2014/15
ULLAPOOL PRIMARY SCHOOL,OIL,£,9597.25165957447,2014/15
ULLAPOOL PRIMARY SCHOOL,OIL,£/KWH,0.04846635570550045,2014/15
WATTEN PRIMARY SCHOOL,ELECTRICITY,KWH,102025.75961093098,2014/15
WATTEN PRIMARY SCHOOL,ELECTRICITY,£,11068.61422417786,2014/15
WATTEN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.10848842749504974,2014/15
WICK HIGH SCHOOL,ELECTRICITY,KWH,474246.8592221846,2014/15
WICK HIGH SCHOOL,ELECTRICITY,£,75606.14540138257,2014/15
WICK HIGH SCHOOL,ELECTRICITY,£/KWH,0.1594236080453642,2014/15
WICK HIGH SCHOOL,GAS,KWH,1857.9899999999998,2014/15
WICK HIGH SCHOOL,GAS,£,1146.7699999999998,2014/15
