LOCATION,TYPE,UNIT,AMOUNT,YEAR
INVERNESS HIGH SCHOOL,GAS,KWH,558576.7999999826,2021/22
INVERNESS HIGH SCHOOL,GAS,£,19829.98,2021/22
INVERNESS HIGH SCHOOL,GAS,£/KWH,0.035500901577008956,2021/22
INVERNESS HIGH SCHOOL,OIL,KWH,99189.27835040807,2021/22
INVERNESS HIGH SCHOOL,OIL,£,5660.034639175257,2021/22
INVERNESS HIGH SCHOOL,OIL,£/KWH,0.057062968229085534,2021/22
INVERNESS ROYAL ACADEMY,ELECTRICITY,KWH,888895.999999985,2021/22
INVERNESS ROYAL ACADEMY,ELECTRICITY,£,127936.92,2021/22
INVERNESS ROYAL ACADEMY,ELECTRICITY,£/KWH,0.1439278835769338,2021/22
INVERNESS ROYAL ACADEMY,PROPANE,KWH,268651.9473684062,2021/22
INVERNESS ROYAL ACADEMY,PROPANE,£,108452.82789473684,2021/22
INVERNESS ROYAL ACADEMY,PROPANE,£/KWH,0.4036926921881342,2021/22
KEISS PRIMARY SCHOOL,ELECTRICITY,KWH,89791.4999999628,2021/22
KEISS PRIMARY SCHOOL,ELECTRICITY,£,12998.3,2021/22
KEISS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1447609183497924,2021/22
KILCHOAN PRIMARY SCHOOL,BIOMASS,KWH,38414.4086021327,2021/22
KILCHOAN PRIMARY SCHOOL,BIOMASS,£,2109.9230762470766,2021/22
KILCHOAN PRIMARY SCHOOL,BIOMASS,£/KWH,0.05492530415084764,2021/22
KILCHOAN PRIMARY SCHOOL,ELECTRICITY,KWH,14822.1999999635,2021/22
KILCHOAN PRIMARY SCHOOL,ELECTRICITY,£,2382.17,2021/22
KILCHOAN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16071635789598482,2021/22
KILCHUIMEN ACADEMY,BIOMASS,KWH,247058.9999999844,2021/22
KILCHUIMEN ACADEMY,BIOMASS,£,18208.25,2021/22
KILCHUIMEN ACADEMY,BIOMASS,£/KWH,0.07370000688095212,2021/22
KILCHUIMEN ACADEMY,ELECTRICITY,KWH,73481.7999999867,2021/22
KILCHUIMEN ACADEMY,ELECTRICITY,£,11778.77,2021/22
KILCHUIMEN ACADEMY,ELECTRICITY,£/KWH,0.16029506626133452,2021/22
KILLEN RESOURCE CENTRE,ELECTRICITY,KWH,53737.0999999627,2021/22
KILLEN RESOURCE CENTRE,ELECTRICITY,£,8424.3605,2021/22
KILLEN RESOURCE CENTRE,ELECTRICITY,£/KWH,0.15676991315135816,2021/22
KILMUIR PRIMARY SCHOOL,ELECTRICITY,KWH,70200.5999999718,2021/22
KILMUIR PRIMARY SCHOOL,ELECTRICITY,£,10841.21,2021/22
KILMUIR PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15443187095273195,2021/22
KILMUIR PRIMARY SCHOOL,OIL,KWH,97162.56562480853,2021/22
KILMUIR PRIMARY SCHOOL,OIL,£,5664.706458333333,2021/22
KILMUIR PRIMARY SCHOOL,OIL,£/KWH,0.05830132646154584,2021/22
KILTEARN PRIMARY SCHOOL,BIOMASS,KWH,145550.999999986,2021/22
KILTEARN PRIMARY SCHOOL,BIOMASS,£,10727.09,2021/22
KILTEARN PRIMARY SCHOOL,BIOMASS,£/KWH,0.0736998715227036,2021/22
KILTEARN PRIMARY SCHOOL,ELECTRICITY,KWH,41491.0999999725,2021/22
KILTEARN PRIMARY SCHOOL,ELECTRICITY,£,6714.89,2021/22
KILTEARN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16183928601566241,2021/22
KILTEARN PRIMARY SCHOOL,OIL,KWH,63584.649999941576,2021/22
KILTEARN PRIMARY SCHOOL,OIL,£,3109.9066666666668,2021/22
KILTEARN PRIMARY SCHOOL,OIL,£/KWH,0.04890970802968207,2021/22
KINGUSSIE HIGH SCHOOL,BIOMASS,KWH,942198.9999999834,2021/22
KINGUSSIE HIGH SCHOOL,BIOMASS,£,69440.07,2021/22
KINGUSSIE HIGH SCHOOL,BIOMASS,£/KWH,0.07370000392698489,2021/22
KINGUSSIE HIGH SCHOOL,ELECTRICITY,KWH,257425.9999999824,2021/22
KINGUSSIE HIGH SCHOOL,ELECTRICITY,£,40589.04,2021/22
KINGUSSIE HIGH SCHOOL,ELECTRICITY,£/KWH,0.15767265155812846,2021/22
KINGUSSIE HIGH SCHOOL,OIL,KWH,194681.20499991032,2021/22
KINGUSSIE HIGH SCHOOL,OIL,£,14327.217173913043,2021/22
KINGUSSIE HIGH SCHOOL,OIL,£/KWH,0.07359322218043413,2021/22
KINGUSSIE PRIMARY SCHOOL,BIOMASS,KWH,387817.9999999869,2021/22
KINGUSSIE PRIMARY SCHOOL,BIOMASS,£,28582.18,2021/22
KINGUSSIE PRIMARY SCHOOL,BIOMASS,£/KWH,0.0736999829817104,2021/22
KINGUSSIE PRIMARY SCHOOL,ELECTRICITY,KWH,101012.9999999611,2021/22
KINGUSSIE PRIMARY SCHOOL,ELECTRICITY,£,16172.69,2021/22
KINGUSSIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1601050359855289,2021/22
KINLOCHBERVIE HIGH SCHOOL,BIOMASS,KWH,607377.9999999837,2021/22
KINLOCHBERVIE HIGH SCHOOL,BIOMASS,£,44763.76,2021/22
KINLOCHBERVIE HIGH SCHOOL,BIOMASS,£/KWH,0.07370000230499163,2021/22
KINLOCHBERVIE HIGH SCHOOL,ELECTRICITY,KWH,158186.6652173541,2021/22
KINLOCHBERVIE HIGH SCHOOL,ELECTRICITY,£,24497.44,2021/22
KINLOCHBERVIE HIGH SCHOOL,ELECTRICITY,£/KWH,0.154864128188932,2021/22
KINLOCHEWE PRIMARY SCHOOL,ELECTRICITY,KWH,79415.6999999787,2021/22
KINLOCHEWE PRIMARY SCHOOL,ELECTRICITY,£,11337.56,2021/22
KINLOCHEWE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14276219941400808,2021/22
KINMYLIES PRIMARY SCHOOL,ELECTRICITY,KWH,76538.9999999749,2021/22
KINMYLIES PRIMARY SCHOOL,ELECTRICITY,£,12803.7,2021/22
KINMYLIES PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1672833457453612,2021/22
KINMYLIES PRIMARY SCHOOL,GAS,KWH,71169.0699999847,2021/22
KINMYLIES PRIMARY SCHOOL,GAS,£,2396.9,2021/22
KINMYLIES PRIMARY SCHOOL,GAS,£/KWH,0.03367895632190382,2021/22
KIRKHILL PRIMARY SCHOOL,BIOMASS,KWH,175669.9999999871,2021/22
KIRKHILL PRIMARY SCHOOL,BIOMASS,£,12946.89,2021/22
KIRKHILL PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370006261741305,2021/22
KIRKHILL PRIMARY SCHOOL,ELECTRICITY,KWH,42988.3999999631,2021/22
KIRKHILL PRIMARY SCHOOL,ELECTRICITY,£,6887.44,2021/22
KIRKHILL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16021624438234294,2021/22
KNOCKBRECK PRIMARY SCHOOL SKYE,ELECTRICITY,KWH,36305.2999999746,2021/22
KNOCKBRECK PRIMARY SCHOOL SKYE,ELECTRICITY,£,5091.31,2021/22
KNOCKBRECK PRIMARY SCHOOL SKYE,ELECTRICITY,£/KWH,0.14023599860085337,2021/22
KNOCKBRECK PRIMARY SCHOOL TAIN,ELECTRICITY,KWH,140762.6999999467,2021/22
KNOCKBRECK PRIMARY SCHOOL TAIN,ELECTRICITY,£,20907.69,2021/22
KNOCKBRECK PRIMARY SCHOOL TAIN,ELECTRICITY,£/KWH,0.14853146465653128,2021/22
KYLE PRIMARY SCHOOL,ELECTRICITY,KWH,93637.1999999649,2021/22
KYLE PRIMARY SCHOOL,ELECTRICITY,£,13131.31,2021/22
KYLE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14023603866844503,2021/22
KYLEAKIN PRIMARY SCHOOL,ELECTRICITY,KWH,61835.5999999864,2021/22
KYLEAKIN PRIMARY SCHOOL,ELECTRICITY,£,9839.29,2021/22
KYLEAKIN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.159120150851648,2021/22
LADY LOVAT PRIMARY SCHOOL,ELECTRICITY,KWH,37287.999999962,2021/22
LADY LOVAT PRIMARY SCHOOL,ELECTRICITY,£,5214.61,2021/22
LADY LOVAT PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1398468676251157,2021/22
LAIRG PRIMARY SCHOOL,BIOMASS,KWH,124228.9999999848,2021/22
LAIRG PRIMARY SCHOOL,BIOMASS,£,9155.68,2021/22
LAIRG PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370002173406467,2021/22
LAIRG PRIMARY SCHOOL,ELECTRICITY,KWH,49215.9999999838,2021/22
LAIRG PRIMARY SCHOOL,ELECTRICITY,£,7861.03,2021/22
LAIRG PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15972508940187313,2021/22
LAIRG PRIMARY SCHOOL,OIL,KWH,166072.0916182859,2021/22
LAIRG PRIMARY SCHOOL,OIL,£,12218.616473988439,2021/22
LAIRG PRIMARY SCHOOL,OIL,£/KWH,0.07357417104177105,2021/22
LOCH DUICH PRIMARY SCHOOL,ELECTRICITY,KWH,67018.8999999575,2021/22
LOCH DUICH PRIMARY SCHOOL,ELECTRICITY,£,10212.1,2021/22
LOCH DUICH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1523764191893104,2021/22
LOCHABER HIGH SCHOOL,BIOMASS,KWH,927192.9999999955,2021/22
LOCHABER HIGH SCHOOL,BIOMASS,£,68334.12,2021/22
LOCHABER HIGH SCHOOL,BIOMASS,£/KWH,0.07369999557805153,2021/22
LOCHABER HIGH SCHOOL,ELECTRICITY,KWH,718089.9999999745,2021/22
LOCHABER HIGH SCHOOL,ELECTRICITY,£,106433.48,2021/22
LOCHABER HIGH SCHOOL,ELECTRICITY,£/KWH,0.14821746577727551,2021/22
LOCHABER HIGH SCHOOL,OIL,KWH,1709875.5317306172,2021/22
LOCHABER HIGH SCHOOL,OIL,£,104284.16788461538,2021/22
LOCHABER HIGH SCHOOL,OIL,£/KWH,0.06098933281948669,2021/22
LOCHALINE PRIMARY SCHOOL,BIOMASS,KWH,99989.9999999824,2021/22
LOCHALINE PRIMARY SCHOOL,BIOMASS,£,7369.27,2021/22
LOCHALINE PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370007000701367,2021/22
LOCHALINE PRIMARY SCHOOL,ELECTRICITY,KWH,39859.8999999764,2021/22
LOCHALINE PRIMARY SCHOOL,ELECTRICITY,£,6381.42,2021/22
LOCHALINE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16009623707043366,2021/22
LOCHARDIL PRIMARY SCHOOL,ELECTRICITY,KWH,127691.4999999529,2021/22
LOCHARDIL PRIMARY SCHOOL,ELECTRICITY,£,20412.25,2021/22
LOCHARDIL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15985598101680637,2021/22
LOCHARDIL PRIMARY SCHOOL,OIL,KWH,224824.15840888277,2021/22
LOCHARDIL PRIMARY SCHOOL,OIL,£,14894.287318181818,2021/22
LOCHARDIL PRIMARY SCHOOL,OIL,£/KWH,0.06624860701621711,2021/22
LOCHCARRON PRIMARY SCHOOL,BIOMASS,KWH,78339.99999999,2021/22
LOCHCARRON PRIMARY SCHOOL,BIOMASS,£,5773.68,2021/22
LOCHCARRON PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370028082717306,2021/22
LOCHCARRON PRIMARY SCHOOL,ELECTRICITY,KWH,40355.699999965,2021/22
LOCHCARRON PRIMARY SCHOOL,ELECTRICITY,£,6249.48,2021/22
LOCHCARRON PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15485990826588114,2021/22
LOCHCARRON PRIMARY SCHOOL,OIL,KWH,26957.179486909303,2021/22
LOCHCARRON PRIMARY SCHOOL,OIL,£,1986.8742165242165,2021/22
LOCHCARRON PRIMARY SCHOOL,OIL,£/KWH,0.07370482573998753,2021/22
LOCHINVER PRIMARY SCHOOL,ELECTRICITY,KWH,41951.0999999864,2021/22
LOCHINVER PRIMARY SCHOOL,ELECTRICITY,£,6722.17,2021/22
LOCHINVER PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16023822974849716,2021/22
LOCHINVER PRIMARY SCHOOL,OIL,KWH,77020.50759482224,2021/22
LOCHINVER PRIMARY SCHOOL,OIL,£,5270.407848101266,2021/22
LOCHINVER PRIMARY SCHOOL,OIL,£/KWH,0.06842863040876107,2021/22
LUNDAVRA PRIMARY SCHOOL,BIOMASS,KWH,512497.9999999908,2021/22
LUNDAVRA PRIMARY SCHOOL,BIOMASS,£,37771.12,2021/22
LUNDAVRA PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370003395135333,2021/22
LUNDAVRA PRIMARY SCHOOL,ELECTRICITY,KWH,126005.999999986,2021/22
LUNDAVRA PRIMARY SCHOOL,ELECTRICITY,£,19845.94,2021/22
LUNDAVRA PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15749996031936736,2021/22
LYBSTER PRIMARY SCHOOL,BIOMASS,KWH,262228.9999999882,2021/22
LYBSTER PRIMARY SCHOOL,BIOMASS,£,19326.26,2021/22
LYBSTER PRIMARY SCHOOL,BIOMASS,£/KWH,0.07369993402713228,2021/22
LYBSTER PRIMARY SCHOOL,ELECTRICITY,KWH,54055.2999999869,2021/22
LYBSTER PRIMARY SCHOOL,ELECTRICITY,£,8619.68,2021/22
LYBSTER PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15946040443771636,2021/22
LYBSTER PRIMARY SCHOOL,OIL,KWH,65557.42627090981,2021/22
LYBSTER PRIMARY SCHOOL,OIL,£,4913.779661016949,2021/22
LYBSTER PRIMARY SCHOOL,OIL,£/KWH,0.07495382202332385,2021/22
MACDIARMID PRIMARY SCHOOL,ELECTRICITY,KWH,67689.9999999635,2021/22
MACDIARMID PRIMARY SCHOOL,ELECTRICITY,£,9919.26,2021/22
MACDIARMID PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14653951839275148,2021/22
MALLAIG HIGH SCHOOL,ELECTRICITY,KWH,433928.9999999808,2021/22
MALLAIG HIGH SCHOOL,ELECTRICITY,£,62064.48,2021/22
MALLAIG HIGH SCHOOL,ELECTRICITY,£/KWH,0.14302911305767246,2021/22
MALLAIG HIGH SCHOOL RESIDENCES,ELECTRICITY,KWH,211212.999999983,2021/22
MALLAIG HIGH SCHOOL RESIDENCES,ELECTRICITY,£,32358.81,2021/22
MALLAIG HIGH SCHOOL RESIDENCES,ELECTRICITY,£/KWH,0.15320463229063838,2021/22
MALLAIG PRIMARY SCHOOL,ELECTRICITY,KWH,60059.5999999916,2021/22
MALLAIG PRIMARY SCHOOL,ELECTRICITY,£,9560.94,2021/22
MALLAIG PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15919087040208954,2021/22
MALLAIG PRIMARY SCHOOL,PROPANE,KWH,19900.5581395261,2021/22
MALLAIG PRIMARY SCHOOL,PROPANE,£,7761.2176744186045,2021/22
MALLAIG PRIMARY SCHOOL,PROPANE,£/KWH,0.39000000000017215,2021/22
MARYBANK PRIMARY SCHOOL,ELECTRICITY,KWH,106357.3999999828,2021/22
MARYBANK PRIMARY SCHOOL,ELECTRICITY,£,14706.67,2021/22
MARYBANK PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13827594506825458,2021/22
MELVICH PRIMARY SCHOOL,ELECTRICITY,KWH,16269.9999999838,2021/22
MELVICH PRIMARY SCHOOL,ELECTRICITY,£,2661.87,2021/22
MELVICH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16360602335603258,2021/22
MELVICH PRIMARY SCHOOL,OIL,KWH,72111.973404073,2021/22
MELVICH PRIMARY SCHOOL,OIL,£,4981.647446808511,2021/22
MELVICH PRIMARY SCHOOL,OIL,£/KWH,0.06908211232681562,2021/22
MERKINCH FAMILY CENTRE,ELECTRICITY,KWH,29571.3999999874,2021/22
MERKINCH FAMILY CENTRE,ELECTRICITY,£,4816.89,2021/22
MERKINCH FAMILY CENTRE,ELECTRICITY,£/KWH,0.162890157381864,2021/22
MERKINCH FAMILY CENTRE,GAS,KWH,79097.7499999829,2021/22
MERKINCH FAMILY CENTRE,GAS,£,2302.23,2021/22
MERKINCH FAMILY CENTRE,GAS,£/KWH,0.029106137658789253,2021/22
MERKINCH PRIMARY SCHOOL,BIOMASS,KWH,674049.99999998,2021/22
MERKINCH PRIMARY SCHOOL,BIOMASS,£,49677.47,2021/22
MERKINCH PRIMARY SCHOOL,BIOMASS,£/KWH,0.07369997774646017,2021/22
MERKINCH PRIMARY SCHOOL,ELECTRICITY,KWH,167873.5899999525,2021/22
MERKINCH PRIMARY SCHOOL,ELECTRICITY,£,30777.607,2021/22
MERKINCH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1833379925931691,2021/22
MERKINCH PRIMARY SCHOOL,GAS,KWH,244370.0199999707,2021/22
MERKINCH PRIMARY SCHOOL,GAS,£,8725.09,2021/22
MERKINCH PRIMARY SCHOOL,GAS,£/KWH,0.03570442069776418,2021/22
MILLBANK PARK BOATING SHED,ELECTRICITY,£,72.92,2021/22
MILLBANK PRIMARY SCHOOL,ELECTRICITY,KWH,242826.0999999592,2021/22
MILLBANK PRIMARY SCHOOL,ELECTRICITY,£,36958.57,2021/22
MILLBANK PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15220180203036746,2021/22
MILLBANK PRIMARY SCHOOL,GAS,KWH,67367.9699999805,2021/22
MILLBANK PRIMARY SCHOOL,GAS,£,2254.06,2021/22
MILLBANK PRIMARY SCHOOL,GAS,£/KWH,0.03345892714298282,2021/22
MILLBANK PRIMARY SCHOOL,OIL,KWH,260635.31718727332,2021/22
MILLBANK PRIMARY SCHOOL,OIL,£,16031.7809375,2021/22
MILLBANK PRIMARY SCHOOL,OIL,£/KWH,0.06151039356642808,2021/22
MILLER ACADEMY PRIMARY SCHOOL,BIOMASS,KWH,273808.9999999891,2021/22
MILLER ACADEMY PRIMARY SCHOOL,BIOMASS,£,20179.72,2021/22
MILLER ACADEMY PRIMARY SCHOOL,BIOMASS,£/KWH,0.07369998794780597,2021/22
MILLER ACADEMY PRIMARY SCHOOL,ELECTRICITY,KWH,313371.9999999386,2021/22
MILLER ACADEMY PRIMARY SCHOOL,ELECTRICITY,£,46673.01,2021/22
MILLER ACADEMY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14893803530631056,2021/22
MILLER ACADEMY PRIMARY SCHOOL,GAS,KWH,23807.0799999797,2021/22
MILLER ACADEMY PRIMARY SCHOOL,GAS,£,769.83,2021/22
MILLER ACADEMY PRIMARY SCHOOL,GAS,£/KWH,0.03233617898543864,2021/22
MILLER ACADEMY PRIMARY SCHOOL,OIL,KWH,34126.24999987453,2021/22
MILLER ACADEMY PRIMARY SCHOOL,OIL,£,2057.6830555555557,2021/22
MILLER ACADEMY PRIMARY SCHOOL,OIL,£/KWH,0.06029619590676154,2021/22
MILTON OF LEYS PRIMARY SCHOOL,BIOMASS,KWH,425787.9999999834,2021/22
MILTON OF LEYS PRIMARY SCHOOL,BIOMASS,£,31380.56,2021/22
MILTON OF LEYS PRIMARY SCHOOL,BIOMASS,£/KWH,0.07369996336205159,2021/22
MILTON OF LEYS PRIMARY SCHOOL,ELECTRICITY,KWH,120376.9999999806,2021/22
MILTON OF LEYS PRIMARY SCHOOL,ELECTRICITY,£,19378.44,2021/22
MILTON OF LEYS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16098125057114832,2021/22
MILTON PRIMARY SCHOOL,BIOMASS,KWH,231438.9999999873,2021/22
MILTON PRIMARY SCHOOL,BIOMASS,£,17057.07,2021/22
MILTON PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370006783645339,2021/22
MILTON PRIMARY SCHOOL,ELECTRICITY,KWH,159512.1999999863,2021/22
MILTON PRIMARY SCHOOL,ELECTRICITY,£,25151.39,2021/22
MILTON PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15767690496402256,2021/22
MILTON PRIMARY SCHOOL,OIL,KWH,2304.78668048187,2021/22
MILTON PRIMARY SCHOOL,OIL,£,134.81331945889698,2021/22
MILTON PRIMARY SCHOOL,OIL,£/KWH,0.05849275362469167,2021/22
MOUNT PLEASANT PRIMARY SCHOOL,ELECTRICITY,KWH,88156.357303318,2021/22
MOUNT PLEASANT PRIMARY SCHOOL,ELECTRICITY,£,13639.603483146067,2021/22
MOUNT PLEASANT PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15472058851316337,2021/22
MOUNT PLEASANT PRIMARY SCHOOL,OIL,KWH,277180.2449998013,2021/22
MOUNT PLEASANT PRIMARY SCHOOL,OIL,£,17379.771,2021/22
MOUNT PLEASANT PRIMARY SCHOOL,OIL,£/KWH,0.0627020551194493,2021/22
MUIR OF ORD LIBRARY,ELECTRICITY,KWH,547.9999999874,2021/22
MUIR OF ORD LIBRARY,ELECTRICITY,£,154.59,2021/22
MUIR OF ORD LIBRARY,ELECTRICITY,£/KWH,0.28209854015247166,2021/22
MUIRTOWN PRIMARY SCHOOL,ELECTRICITY,KWH,95907.9999999848,2021/22
MUIRTOWN PRIMARY SCHOOL,ELECTRICITY,£,15401.22,2021/22
MUIRTOWN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16058326729785255,2021/22
MUIRTOWN PRIMARY SCHOOL,GAS,KWH,469764.2099999851,2021/22
MUIRTOWN PRIMARY SCHOOL,GAS,£,13143.31,2021/22
MUIRTOWN PRIMARY SCHOOL,GAS,£/KWH,0.02797852565226375,2021/22
MULBUIE PRIMARY SCHOOL,ELECTRICITY,KWH,18111.9999999837,2021/22
MULBUIE PRIMARY SCHOOL,ELECTRICITY,£,2908.1,2021/22
MULBUIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16056205830403145,2021/22
MULBUIE PRIMARY SCHOOL,OIL,KWH,65475.74659082846,2021/22
MULBUIE PRIMARY SCHOOL,OIL,£,3941.1482386363637,2021/22
MULBUIE PRIMARY SCHOOL,OIL,£/KWH,0.060192490255444014,2021/22
MUNLOCHY PRIMARY SCHOOL,ELECTRICITY,KWH,128197.1999999567,2021/22
MUNLOCHY PRIMARY SCHOOL,ELECTRICITY,£,18674.06,2021/22
MUNLOCHY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14566667602729472,2021/22
MUNLOCHY PRIMARY SCHOOL,OIL,KWH,44960.02590342105,2021/22
MUNLOCHY PRIMARY SCHOOL,OIL,£,2531.7677108433736,2021/22
MUNLOCHY PRIMARY SCHOOL,OIL,£/KWH,0.05631152696134744,2021/22
NAIRN ACADEMY,ELECTRICITY,KWH,462990.8999999706,2021/22
NAIRN ACADEMY,ELECTRICITY,£,74121.47,2021/22
NAIRN ACADEMY,ELECTRICITY,£/KWH,0.16009271456524243,2021/22
NAIRN ACADEMY,GAS,KWH,1996816.4199999839,2021/22
NAIRN ACADEMY,GAS,£,52203.55,2021/22
NAIRN ACADEMY,GAS,£/KWH,0.026143389786428353,2021/22
NEWMORE PRIMARY SCHOOL,ELECTRICITY,KWH,59241.0999999892,2021/22
NEWMORE PRIMARY SCHOOL,ELECTRICITY,£,9432.58,2021/22
NEWMORE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15922357957569525,2021/22
NEWTONMORE PRIMARY SCHOOL,ELECTRICITY,KWH,35532.9999999708,2021/22
NEWTONMORE PRIMARY SCHOOL,ELECTRICITY,£,5378.67,2021/22
NEWTONMORE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15137111980425014,2021/22
NOAH'S ARK PLAY CAFE,ELECTRICITY,KWH,9964.6999999835,2021/22
NOAH'S ARK PLAY CAFE,ELECTRICITY,£,1591.01,2021/22
NOAH'S ARK PLAY CAFE,ELECTRICITY,£/KWH,0.15966461609507906,2021/22
NORTH KESSOCK PRIMARY SCHOOL,BIOMASS,KWH,216348.9999999862,2021/22
NORTH KESSOCK PRIMARY SCHOOL,BIOMASS,£,15944.93,2021/22
NORTH KESSOCK PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370004021280901,2021/22
NORTH KESSOCK PRIMARY SCHOOL,ELECTRICITY,KWH,68080.1999999708,2021/22
NORTH KESSOCK PRIMARY SCHOOL,ELECTRICITY,£,10870.67,2021/22
NORTH KESSOCK PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15967447216671898,2021/22
NOSS PRIMARY SCHOOL,BIOMASS,KWH,583498.9999999854,2021/22
NOSS PRIMARY SCHOOL,BIOMASS,£,43003.88,2021/22
NOSS PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370000634105811,2021/22
NOSS PRIMARY SCHOOL,ELECTRICITY,KWH,122101.9999999926,2021/22
NOSS PRIMARY SCHOOL,ELECTRICITY,£,19636.03,2021/22
NOSS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16081661234051195,2021/22
OBSDALE PRIMARY SCHOOL,BIOMASS,KWH,338256.9999999823,2021/22
OBSDALE PRIMARY SCHOOL,BIOMASS,£,24929.53,2021/22
OBSDALE PRIMARY SCHOOL,BIOMASS,£/KWH,0.07369996777598484,2021/22
OBSDALE PRIMARY SCHOOL,ELECTRICITY,KWH,84790.1999999869,2021/22
OBSDALE PRIMARY SCHOOL,ELECTRICITY,£,13437.76,2021/22
OBSDALE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15848246613408243,2021/22
PEFFERSIDE PARK,ELECTRICITY,KWH,15149.9999999655,2021/22
PEFFERSIDE PARK,ELECTRICITY,£,2299.17,2021/22
PEFFERSIDE PARK,ELECTRICITY,£/KWH,0.15176039603994956,2021/22
PENNYLAND PRIMARY SCHOOL,ELECTRICITY,KWH,267923.9999999596,2021/22
PENNYLAND PRIMARY SCHOOL,ELECTRICITY,£,41760.07,2021/22
PENNYLAND PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15586535734016474,2021/22
PLOCKTON HIGH SCHOOL,BIOMASS,KWH,158398.9999999947,2021/22
PLOCKTON HIGH SCHOOL,BIOMASS,£,11674.01,2021/22
PLOCKTON HIGH SCHOOL,BIOMASS,£/KWH,0.0737000233587358,2021/22
PLOCKTON HIGH SCHOOL,ELECTRICITY,KWH,360838.5999999107,2021/22
PLOCKTON HIGH SCHOOL,ELECTRICITY,£,57729.24,2021/22
PLOCKTON HIGH SCHOOL,ELECTRICITY,£/KWH,0.15998632075397223,2021/22
PLOCKTON HIGH SCHOOL,OIL,KWH,896928.7229999369,2021/22
PLOCKTON HIGH SCHOOL,OIL,£,52269.4528,2021/22
PLOCKTON HIGH SCHOOL,OIL,£/KWH,0.058276038507469756,2021/22
PLOCKTON PRIMARY SCHOOL,ELECTRICITY,KWH,174877.9999999624,2021/22
PLOCKTON PRIMARY SCHOOL,ELECTRICITY,£,24902.65,2021/22
PLOCKTON PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14240013037663604,2021/22
POOLEWE PRIMARY SCHOOL,ELECTRICITY,KWH,67528.3999999465,2021/22
POOLEWE PRIMARY SCHOOL,ELECTRICITY,£,10611.6,2021/22
POOLEWE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15714277252250028,2021/22
PORTREE GAELIC SCHOOL,BIOMASS,KWH,382598.9999999854,2021/22
PORTREE GAELIC SCHOOL,BIOMASS,£,28197.55,2021/22
PORTREE GAELIC SCHOOL,BIOMASS,£/KWH,0.07370000967070242,2021/22
PORTREE GAELIC SCHOOL,ELECTRICITY,KWH,67996.9999999748,2021/22
PORTREE GAELIC SCHOOL,ELECTRICITY,£,13227.31,2021/22
PORTREE GAELIC SCHOOL,ELECTRICITY,£/KWH,0.19452784681684343,2021/22
PORTREE PRIMARY SCHOOL,BIOMASS,KWH,208778.999999983,2021/22
